TRANSACTION_ID,TRANS_DT,STORE_ID,CUSTOMER_ID,PRODUCT_ID,DEP,SUBDEP,CAT,SUBCAT,QUANTITY,UNIT_COST,UNIT_PRICE,FEATURE
5309905,2014-09-11 00:00:00,9,978984,3503,367,21,93,270,1,1.7254,5.99,Regular
8283210,2014-09-11 00:00:00,13,1471218,3503,367,21,93,270,1,1.7259,5.99,Regular
10839056,2014-09-12 00:00:00,16,NULL,3503,367,21,93,270,1,1.7301,5.99,Regular
13896329,2014-09-12 00:00:00,21,3192403,3503,367,21,93,270,1,1.7314,5.99,Regular
17108264,2014-09-12 00:00:00,25,4050698,3503,367,21,93,270,1,1.7265,5.99,Regular
18303971,2014-09-12 00:00:00,27,5724962,3503,367,21,93,270,1,1.7205,5.99,Regular
19375512,2014-09-12 00:00:00,29,4392177,3503,367,21,93,270,1,1.7241,5.99,Regular
19375499,2014-09-12 00:00:00,29,4392225,3503,367,21,93,270,1,1.7241,5.99,Regular
21766891,2014-09-12 00:00:00,33,NULL,3503,367,21,93,270,1,1.7313,5.99,Regular
21764554,2014-09-12 00:00:00,33,4966577,3503,367,21,93,270,1,1.7313,5.99,Regular
22785925,2014-09-12 00:00:00,34,5800771,3503,367,21,93,270,1,1.7151,5.99,Regular
22785958,2014-09-12 00:00:00,34,5800701,3503,367,21,93,270,1,1.7151,5.99,Regular
24987980,2014-09-12 00:00:00,38,3333374,3503,367,21,93,270,1,1.6961,5.99,Regular
25629564,2014-09-12 00:00:00,39,5534281,3503,367,21,93,270,1,1.7248,5.99,Regular
584578,2014-09-12 00:00:00,5,104511,3503,367,21,93,270,1,1.718,5.99,Regular
1804523,2014-09-12 00:00:00,6,122817,3503,367,21,93,270,1,1.721,5.99,Regular
2851340,2014-09-12 00:00:00,7,5686310,3503,367,21,93,270,1,1.7173,5.99,Regular
4227147,2014-09-12 00:00:00,8,NULL,3503,367,21,93,270,1,1.7298,5.99,Regular
5311205,2014-09-12 00:00:00,9,22027,3503,367,21,93,270,1,1.7254,5.99,Regular
5312348,2014-09-12 00:00:00,9,6537,3503,367,21,93,270,1,1.7254,5.99,Regular
6307591,2014-09-12 00:00:00,10,1097984,3503,367,21,93,270,1,1.7186,5.99,Regular
6309803,2014-09-12 00:00:00,10,1090579,3503,367,21,93,270,1,1.7186,5.99,Regular
7095530,2014-09-12 00:00:00,11,1264476,3503,367,21,93,270,1,1.713,5.99,Regular
10840342,2014-09-13 00:00:00,16,2108692,3503,367,21,93,270,1,1.7301,5.99,Regular
12062821,2014-09-13 00:00:00,18,2410537,3503,367,21,93,270,1,1.7252,5.99,Regular
12064255,2014-09-13 00:00:00,18,6349,3503,367,21,93,270,1,1.7252,5.99,Regular
15454578,2014-09-13 00:00:00,23,3490462,3503,367,21,93,270,1,1.7275,5.99,Regular
15456099,2014-09-13 00:00:00,23,3641681,3503,367,21,93,270,1,1.7275,5.99,Regular
16286972,2014-09-13 00:00:00,24,3746382,3503,367,21,93,270,1,1.7315,5.99,Regular
16287317,2014-09-13 00:00:00,24,3678211,3503,367,21,93,270,1,1.7315,5.99,Regular
18778937,2014-09-13 00:00:00,28,4346248,3503,367,21,93,270,1,1.7194,5.99,Regular
18778933,2014-09-13 00:00:00,28,4346294,3503,367,21,93,270,1,1.7194,5.99,Regular
18778875,2014-09-13 00:00:00,28,4346247,3503,367,21,93,270,1,1.7194,5.99,Regular
19952919,2014-09-13 00:00:00,30,4649220,3503,367,21,93,270,1,1.7024,5.99,Regular
21768965,2014-09-13 00:00:00,33,4986333,3503,367,21,93,270,1,1.7313,5.99,Regular
22790138,2014-09-13 00:00:00,34,NULL,3503,367,21,93,270,1,1.7151,5.99,Regular
22788800,2014-09-13 00:00:00,34,5039222,3503,367,21,93,270,1,1.7151,5.99,Regular
23559571,2014-09-13 00:00:00,35,5160018,3503,367,21,93,270,1,1.7313,5.99,Regular
24989096,2014-09-13 00:00:00,38,5447902,3503,367,21,93,270,1,1.6961,5.99,Regular
25631617,2014-09-13 00:00:00,39,5508222,3503,367,21,93,270,1,1.7248,5.99,Regular
1807929,2014-09-13 00:00:00,6,343150,3503,367,21,93,270,1,1.721,5.99,Regular
1807047,2014-09-13 00:00:00,6,343169,3503,367,21,93,270,1,1.721,5.99,Regular
4228308,2014-09-13 00:00:00,8,NULL,3503,367,21,93,270,1,1.7298,5.99,Regular
4230058,2014-09-13 00:00:00,8,613542,3503,367,21,93,270,1,1.7298,5.99,Regular
5316189,2014-09-13 00:00:00,9,884243,3503,367,21,93,270,1,1.722,5.99,Regular
6312364,2014-09-13 00:00:00,10,1082397,3503,367,21,93,270,1,1.7186,5.99,Regular
7691966,2014-09-13 00:00:00,12,1418770,3503,367,21,93,270,1,1.72,5.99,Regular
7691988,2014-09-13 00:00:00,12,1418709,3503,367,21,93,270,1,1.72,5.99,Regular
8288095,2014-09-13 00:00:00,13,1578348,3503,367,21,93,270,1,1.7259,5.99,Regular
8827135,2014-09-13 00:00:00,14,27712,3503,367,21,93,270,1,1.7216,5.99,Regular
11453059,2014-09-14 00:00:00,17,2249438,3503,367,21,93,270,1,1.7218,5.99,Regular
12065114,2014-09-14 00:00:00,18,2389448,3503,367,21,93,270,1,1.7252,5.99,Regular
13902407,2014-09-14 00:00:00,21,3102449,3503,367,21,93,270,1,1.7314,5.99,Regular
16288081,2014-09-14 00:00:00,24,3654071,3503,367,21,93,270,1,1.7315,5.99,Regular
16288143,2014-09-14 00:00:00,24,3654069,3503,367,21,93,270,1,1.7315,5.99,Regular
17112246,2014-09-14 00:00:00,25,NULL,3503,367,21,93,270,1,1.7265,5.99,Regular
19378448,2014-09-14 00:00:00,29,4381141,3503,367,21,93,270,1,1.7241,5.99,Regular
21770655,2014-09-14 00:00:00,33,4943834,3503,367,21,93,270,1,1.7313,5.99,Regular
21770697,2014-09-14 00:00:00,33,NULL,3503,367,21,93,270,1,1.7313,5.99,Regular
22793872,2014-09-14 00:00:00,34,375309,3503,367,21,93,270,1,1.7151,5.99,Regular
22793579,2014-09-14 00:00:00,34,412977,3503,367,21,93,270,1,1.7151,5.99,Regular
25634574,2014-09-14 00:00:00,39,NULL,3503,367,21,93,270,1,1.7248,5.99,Regular
1810315,2014-09-14 00:00:00,6,343191,3503,367,21,93,270,1,1.721,5.99,Regular
4232336,2014-09-14 00:00:00,8,867532,3503,367,21,93,270,1,1.7298,5.99,Regular
4232866,2014-09-14 00:00:00,8,641302,3503,367,21,93,270,1,1.7298,5.99,Regular
4232523,2014-09-14 00:00:00,8,836595,3503,367,21,93,270,1,1.7298,5.99,Regular
5318985,2014-09-14 00:00:00,9,5852310,3503,367,21,93,270,1,1.722,5.99,Regular
7694466,2014-09-14 00:00:00,12,1406299,3503,367,21,93,270,1,1.72,5.99,Regular
8289124,2014-09-14 00:00:00,13,1520473,3503,367,21,93,270,1,1.7259,5.99,Regular
7694156,2014-09-14 00:00:00,12,5083725,3503,367,21,93,270,1,1.72,5.99,Regular
12950740,2014-09-15 00:00:00,20,5843619,3503,367,21,93,270,1,1.732,5.99,Regular
13905301,2014-09-15 00:00:00,21,3157804,3503,367,21,93,270,1,1.7316,5.99,Regular
13903631,2014-09-15 00:00:00,21,2266438,3503,367,21,93,270,1,1.7316,5.99,Regular
13903645,2014-09-15 00:00:00,21,2266451,3503,367,21,93,270,1,1.7316,5.99,Regular
17114497,2014-09-15 00:00:00,25,NULL,3503,367,21,93,270,1,1.728,5.99,Regular
18310054,2014-09-15 00:00:00,27,4288480,3503,367,21,93,270,1,1.7205,5.99,Regular
19380698,2014-09-15 00:00:00,29,4525305,3503,367,21,93,270,1,1.7241,5.99,Regular
22796362,2014-09-15 00:00:00,34,438018,3503,367,21,93,270,1,1.7151,5.99,Regular
22794688,2014-09-15 00:00:00,34,5060389,3503,367,21,93,270,1,1.7151,5.99,Regular
2859587,2014-09-15 00:00:00,7,378257,3503,367,21,93,270,1,1.7162,5.99,Regular
7694504,2014-09-15 00:00:00,12,1452704,3503,367,21,93,270,1,1.72,5.99,Regular
7694578,2014-09-15 00:00:00,12,1452737,3503,367,21,93,270,1,1.72,5.99,Regular
8290620,2014-09-15 00:00:00,13,1507471,3503,367,21,93,270,1,1.7259,5.99,Regular
8830846,2014-09-15 00:00:00,14,1596723,3503,367,21,93,270,1,1.7216,5.99,Regular
8830425,2014-09-15 00:00:00,14,1595,3503,367,21,93,270,1,1.7216,5.99,Regular
8830851,2014-09-15 00:00:00,14,17999,3503,367,21,93,270,3,1.7216,5.99,Regular
12068587,2014-09-16 00:00:00,18,2418408,3503,367,21,93,270,1,1.7252,5.99,Regular
13906946,2014-09-16 00:00:00,21,3011975,3503,367,21,93,270,1,1.7316,5.99,Regular
13906993,2014-09-16 00:00:00,21,3012012,3503,367,21,93,270,1,1.7316,5.99,Regular
13907018,2014-09-16 00:00:00,21,3012021,3503,367,21,93,270,1,1.7316,5.99,Regular
17118115,2014-09-16 00:00:00,25,4050872,3503,367,21,93,270,1,1.728,5.99,Regular
17689999,2014-09-16 00:00:00,26,4113699,3503,367,21,93,270,1,1.7204,5.99,Regular
17116723,2014-09-16 00:00:00,25,NULL,3503,367,21,93,270,1,1.728,5.99,Regular
18312292,2014-09-16 00:00:00,27,16778,3503,367,21,93,270,3,1.7205,5.99,Regular
19382840,2014-09-16 00:00:00,29,17335,3503,367,21,93,270,4,1.7241,5.99,Regular
20884589,2014-09-16 00:00:00,32,4872453,3503,367,21,93,270,1,1.724,5.99,Regular
22799251,2014-09-16 00:00:00,34,4997356,3503,367,21,93,270,1,1.7151,5.99,Regular
22799172,2014-09-16 00:00:00,34,4997435,3503,367,21,93,270,1,1.7151,5.99,Regular
24992651,2014-09-16 00:00:00,38,1248718,3503,367,21,93,270,1,1.6961,5.99,Regular
25638077,2014-09-16 00:00:00,39,1973823,3503,367,21,93,270,1,1.7248,5.99,Regular
25636808,2014-09-16 00:00:00,39,5556808,3503,367,21,93,270,1,1.7248,5.99,Regular
25637100,2014-09-16 00:00:00,39,5532561,3503,367,21,93,270,1,1.7248,5.99,Regular
1820135,2014-09-16 00:00:00,6,28116,3503,367,21,93,270,1,1.721,5.99,Regular
1820194,2014-09-16 00:00:00,6,28052,3503,367,21,93,270,1,1.721,5.99,Regular
1820174,2014-09-16 00:00:00,6,28066,3503,367,21,93,270,1,1.721,5.99,Regular
4238598,2014-09-16 00:00:00,8,5789140,3503,367,21,93,270,1,1.7298,5.99,Regular
5321883,2014-09-16 00:00:00,9,9050,3503,367,21,93,270,1,1.722,5.99,Regular
5321744,2014-09-16 00:00:00,9,943852,3503,367,21,93,270,1,1.722,5.99,Regular
7696399,2014-09-16 00:00:00,12,1453940,3503,367,21,93,270,1,1.72,5.99,Regular
7696812,2014-09-16 00:00:00,12,1437330,3503,367,21,93,270,1,1.72,5.99,Regular
8291494,2014-09-16 00:00:00,13,3005,3503,367,21,93,270,1,1.7259,5.99,Regular
8291209,2014-09-16 00:00:00,13,5618839,3503,367,21,93,270,1,1.7259,5.99,Regular
8291221,2014-09-16 00:00:00,13,5618857,3503,367,21,93,270,1,1.7259,5.99,Regular
10847725,2014-09-17 00:00:00,16,NULL,3503,367,21,93,270,1,1.7301,5.99,Regular
11456958,2014-09-17 00:00:00,17,2142042,3503,367,21,93,270,1,1.7218,5.99,Regular
12956113,2014-09-17 00:00:00,20,2976136,3503,367,21,93,270,1,1.732,5.99,Regular
12955231,2014-09-17 00:00:00,20,2989209,3503,367,21,93,270,1,1.732,5.99,Regular
14669232,2014-09-17 00:00:00,22,5804400,3503,367,21,93,270,3,1.7202,5.99,Regular
18313124,2014-09-17 00:00:00,27,4232712,3503,367,21,93,270,1,1.7205,5.99,Regular
18783979,2014-09-17 00:00:00,28,4351246,3503,367,21,93,270,1,1.7156,5.99,Regular
18783613,2014-09-17 00:00:00,28,2058407,3503,367,21,93,270,1,1.7156,5.99,Regular
20510172,2014-09-17 00:00:00,31,4786393,3503,367,21,93,270,1,1.7224,5.99,Regular
20885432,2014-09-17 00:00:00,32,4829959,3503,367,21,93,270,1,1.724,5.99,Regular
22801776,2014-09-17 00:00:00,34,NULL,3503,367,21,93,270,1,1.7151,5.99,Regular
1822809,2014-09-17 00:00:00,6,110358,3503,367,21,93,270,1,1.721,5.99,Regular
1821822,2014-09-17 00:00:00,6,331692,3503,367,21,93,270,1,1.721,5.99,Regular
7105264,2014-09-17 00:00:00,11,1308695,3503,367,21,93,270,1,1.713,5.99,Regular
7698342,2014-09-17 00:00:00,12,1430454,3503,367,21,93,270,1,1.7168,5.99,Regular
8292497,2014-09-17 00:00:00,13,1459200,3503,367,21,93,270,1,1.7259,5.99,Regular
10849634,2014-09-18 00:00:00,16,8144,3503,367,21,93,270,1,1.7301,5.99,Regular
10848793,2014-09-18 00:00:00,16,2053808,3503,367,21,93,270,1,1.7301,5.99,Regular
16296730,2014-09-18 00:00:00,24,3721785,3503,367,21,93,270,1,1.7316,5.99,Regular
16296291,2014-09-18 00:00:00,24,3678971,3503,367,21,93,270,1,1.7316,5.99,Regular
17122116,2014-09-18 00:00:00,25,3891165,3503,367,21,93,270,1,1.728,5.99,Regular
26143343,2014-09-18 00:00:00,40,5584120,3503,367,21,93,270,1,1.6949,5.99,Regular
1828458,2014-09-18 00:00:00,6,26925,3503,367,21,93,270,1,1.721,5.99,Regular
1826189,2014-09-18 00:00:00,6,26010,3503,367,21,93,270,1,1.721,5.99,Regular
2868904,2014-09-18 00:00:00,7,426674,3503,367,21,93,270,1,1.7162,5.99,Regular
2866294,2014-09-18 00:00:00,7,545503,3503,367,21,93,270,1,1.7162,5.99,Regular
5328803,2014-09-18 00:00:00,9,914800,3503,367,21,93,270,1,1.722,5.99,Regular
7106784,2014-09-18 00:00:00,11,NULL,3503,367,21,93,270,1,1.713,5.99,Regular
8294718,2014-09-18 00:00:00,13,1513853,3503,367,21,93,270,1,1.7259,5.99,Regular
12961392,2014-09-19 00:00:00,20,2876733,3503,367,21,93,270,1,1.732,5.99,Regular
13914451,2014-09-19 00:00:00,21,3124863,3503,367,21,93,270,1,1.7316,5.99,Regular
13915066,2014-09-19 00:00:00,21,3164619,3503,367,21,93,270,1,1.7316,5.99,Regular
16299252,2014-09-19 00:00:00,24,3808109,3503,367,21,93,270,1,1.7316,5.99,Regular
18785953,2014-09-19 00:00:00,28,4372776,3503,367,21,93,270,1,1.7141,5.99,Regular
22805515,2014-09-19 00:00:00,34,5014283,3503,367,21,93,270,1,1.7151,5.99,Regular
23571836,2014-09-19 00:00:00,35,5202555,3503,367,21,93,270,1,1.7315,5.99,Regular
25643237,2014-09-19 00:00:00,39,5558280,3503,367,21,93,270,1,1.7269,5.99,Regular
25643584,2014-09-19 00:00:00,39,5543227,3503,367,21,93,270,1,1.7269,5.99,Regular
26144177,2014-09-19 00:00:00,40,5586744,3503,367,21,93,270,1,1.6949,5.99,Regular
1832789,2014-09-19 00:00:00,6,120055,3503,367,21,93,270,1,1.7182,5.99,Regular
1829848,2014-09-19 00:00:00,6,166055,3503,367,21,93,270,1,1.7182,5.99,Regular
1829345,2014-09-19 00:00:00,6,190509,3503,367,21,93,270,1,1.721,5.99,Regular
1833021,2014-09-19 00:00:00,6,5861575,3503,367,21,93,270,1,1.7182,5.99,Regular
2869912,2014-09-19 00:00:00,7,537429,3503,367,21,93,270,1,1.7162,5.99,Regular
4248753,2014-09-19 00:00:00,8,4334717,3503,367,21,93,270,1,1.7242,5.99,Regular
4248739,2014-09-19 00:00:00,8,4334752,3503,367,21,93,270,1,1.7242,5.99,Regular
4248655,2014-09-19 00:00:00,8,601055,3503,367,21,93,270,1,1.7242,5.99,Regular
5330592,2014-09-19 00:00:00,9,5857940,3503,367,21,93,270,1,1.722,5.99,Regular
5329841,2014-09-19 00:00:00,9,1130744,3503,367,21,93,270,1,1.7195,5.99,Regular
6326354,2014-09-19 00:00:00,10,5779844,3503,367,21,93,270,1,1.7171,5.99,Regular
7110210,2014-09-19 00:00:00,11,NULL,3503,367,21,93,270,1,1.713,5.99,Regular
7700606,2014-09-19 00:00:00,12,2212658,3503,367,21,93,270,1,1.7168,5.99,Regular
8296342,2014-09-19 00:00:00,13,1474155,3503,367,21,93,270,1,1.7279,5.99,Regular
8836133,2014-09-19 00:00:00,14,1124010,3503,367,21,93,270,1,1.7191,5.99,Regular
8836149,2014-09-19 00:00:00,14,1123955,3503,367,21,93,270,1,1.7191,5.99,Regular
12075321,2014-09-20 00:00:00,18,NULL,3503,367,21,93,270,1,1.7269,5.99,Regular
13918400,2014-09-20 00:00:00,21,3079852,3503,367,21,93,270,1,1.7316,5.99,Regular
14675182,2014-09-20 00:00:00,22,4275997,3503,367,21,93,270,1,1.7178,5.99,Regular
14675257,2014-09-20 00:00:00,22,4141053,3503,367,21,93,270,1,1.7178,5.99,Regular
20514642,2014-09-20 00:00:00,31,4737014,3503,367,21,93,270,1,1.7224,5.99,Regular
22809597,2014-09-20 00:00:00,34,5082658,3503,367,21,93,270,1,1.7151,5.99,Regular
2873914,2014-09-20 00:00:00,7,5627134,3503,367,21,93,270,1,1.7162,5.99,Regular
2872284,2014-09-20 00:00:00,7,NULL,3503,367,21,93,270,1,1.7162,5.99,Regular
4255561,2014-09-20 00:00:00,8,NULL,3503,367,21,93,270,1,1.7242,5.99,Regular
5333299,2014-09-20 00:00:00,9,917284,3503,367,21,93,270,1,1.7195,5.99,Regular
8836947,2014-09-20 00:00:00,14,1600255,3503,367,21,93,270,1,1.7191,5.99,Regular
10854819,2014-09-21 00:00:00,16,2116241,3503,367,21,93,270,1,1.7301,5.99,Regular
13919636,2014-09-21 00:00:00,21,3170873,3503,367,21,93,270,1,1.7316,5.99,Regular
14676983,2014-09-21 00:00:00,22,3414515,3503,367,21,93,270,1,1.7178,5.99,Regular
15474614,2014-09-21 00:00:00,23,3476443,3503,367,21,93,270,1,1.7287,5.99,Regular
15475328,2014-09-21 00:00:00,23,3620087,3503,367,21,93,270,1,1.7287,5.99,Regular
16304121,2014-09-21 00:00:00,24,3788044,3503,367,21,93,270,1,1.7316,5.99,Regular
17127840,2014-09-21 00:00:00,25,NULL,3503,367,21,93,270,1,1.728,5.99,Regular
18321888,2014-09-21 00:00:00,27,4225142,3503,367,21,93,270,1,1.7205,3.99,Regular
22812596,2014-09-21 00:00:00,34,5109058,3503,367,21,93,270,1,1.7151,5.99,Regular
23575910,2014-09-21 00:00:00,35,5267581,3503,367,21,93,270,1,1.7315,5.99,Regular
23575649,2014-09-21 00:00:00,35,5251799,3503,367,21,93,270,1,1.7315,5.99,Regular
23575965,2014-09-21 00:00:00,35,5242683,3503,367,21,93,270,1,1.7315,5.99,Regular
24997742,2014-09-21 00:00:00,38,5478500,3503,367,21,93,270,1,1.6961,5.99,Regular
25646205,2014-09-21 00:00:00,39,5558490,3503,367,21,93,270,1,1.7269,5.99,Regular
1839014,2014-09-21 00:00:00,6,132698,3503,367,21,93,270,1,1.7182,5.99,Regular
2876465,2014-09-21 00:00:00,7,NULL,3503,367,21,93,270,1,1.7162,5.99,Regular
2876352,2014-09-21 00:00:00,7,585015,3503,367,21,93,270,1,1.7162,5.99,Regular
4259686,2014-09-21 00:00:00,8,NULL,3503,367,21,93,270,1,1.7242,5.99,Regular
4259238,2014-09-21 00:00:00,8,747114,3503,367,21,93,270,1,1.7242,5.99,Regular
7113304,2014-09-21 00:00:00,11,1232738,3503,367,21,93,270,1,1.713,5.99,Regular
12077975,2014-09-22 00:00:00,18,2279959,3503,367,21,93,270,1,1.7269,5.99,Regular
12967448,2014-09-22 00:00:00,20,2871221,3503,367,21,93,270,1,1.732,5.99,Regular
13922793,2014-09-22 00:00:00,21,3225738,3503,367,21,93,270,1,1.7317,5.99,Regular
14677743,2014-09-22 00:00:00,22,5793273,3503,367,21,93,270,1,1.7178,5.99,Regular
14678539,2014-09-22 00:00:00,22,3446358,3503,367,21,93,270,1,1.7178,5.99,Regular
17130893,2014-09-22 00:00:00,25,NULL,3503,367,21,93,270,1,1.729,5.99,Regular
19391923,2014-09-22 00:00:00,29,4525609,3503,367,21,93,270,1,1.7241,5.99,Regular
21791597,2014-09-22 00:00:00,33,22627,3503,367,21,93,270,1,1.7258,5.99,Regular
21790878,2014-09-22 00:00:00,33,NULL,3503,367,21,93,270,1,1.7258,5.99,Regular
21791632,2014-09-22 00:00:00,33,22633,3503,367,21,93,270,1,1.7258,5.99,Regular
21791110,2014-09-22 00:00:00,33,4986701,3503,367,21,93,270,1,1.7258,5.99,Regular
21790153,2014-09-22 00:00:00,33,4882564,3503,367,21,93,270,1,1.7258,5.99,Regular
22813048,2014-09-22 00:00:00,34,357725,3503,367,21,93,270,1,1.7151,5.99,Regular
22813092,2014-09-22 00:00:00,34,357716,3503,367,21,93,270,1,1.7151,5.99,Regular
22814002,2014-09-22 00:00:00,34,19550,3503,367,21,93,270,1,1.7151,5.99,Regular
22814098,2014-09-22 00:00:00,34,19523,3503,367,21,93,270,1,1.7151,5.99,Regular
22814179,2014-09-22 00:00:00,34,358695,3503,367,21,93,270,1,1.7151,5.99,Regular
22813125,2014-09-22 00:00:00,34,357681,3503,367,21,93,270,1,1.7151,5.99,Regular
23577129,2014-09-22 00:00:00,35,5152229,3503,367,21,93,270,1,1.7315,5.99,Regular
26147817,2014-09-22 00:00:00,40,3756833,3503,367,21,93,270,1,1.6949,5.99,Regular
4261052,2014-09-22 00:00:00,8,673080,3503,367,21,93,270,1,1.7242,5.99,Regular
4260596,2014-09-22 00:00:00,8,707679,3503,367,21,93,270,1,1.7242,5.99,Regular
7115080,2014-09-22 00:00:00,11,24992,3503,367,21,93,270,1,1.713,5.99,Regular
7115195,2014-09-22 00:00:00,11,1249096,3503,367,21,93,270,1,1.713,5.99,Regular
6332320,2014-09-22 00:00:00,10,1079396,3503,367,21,93,270,1,1.7171,5.99,Regular
7113834,2014-09-22 00:00:00,11,1233147,3503,367,21,93,270,1,1.713,5.99,Regular
8300488,2014-09-22 00:00:00,13,5873133,3503,367,21,93,270,1,1.7279,5.99,Regular
13925982,2014-09-23 00:00:00,21,3128914,3503,367,21,93,270,1,1.7318,5.99,Regular
16309465,2014-09-23 00:00:00,24,3694164,3503,367,21,93,270,1,1.7316,5.99,Regular
16309045,2014-09-23 00:00:00,24,3800505,3503,367,21,93,270,1,1.7316,5.99,Regular
17132878,2014-09-23 00:00:00,25,4051122,3503,367,21,93,270,5,1.729,5.99,Regular
19394314,2014-09-23 00:00:00,29,4406630,3503,367,21,93,270,1,1.7241,5.99,Regular
20519986,2014-09-23 00:00:00,31,5204,3503,367,21,93,270,1,1.7224,5.99,Regular
21792696,2014-09-23 00:00:00,33,846685,3503,367,21,93,270,1,1.7258,5.99,Regular
22816894,2014-09-23 00:00:00,34,5073045,3503,367,21,93,270,1,1.7151,5.99,Regular
22818202,2014-09-23 00:00:00,34,5127611,3503,367,21,93,270,1,1.7151,5.99,Regular
22816539,2014-09-23 00:00:00,34,5035353,3503,367,21,93,270,1,1.7151,5.99,Regular
23579630,2014-09-23 00:00:00,35,19709,3503,367,21,93,270,10,1.7315,5.99,Regular
23579612,2014-09-23 00:00:00,35,19756,3503,367,21,93,270,1,1.7315,5.99,Regular
23581005,2014-09-23 00:00:00,35,5148788,3503,367,21,93,270,1,1.7315,5.99,Regular
1846867,2014-09-23 00:00:00,6,194450,3503,367,21,93,270,1,1.7182,5.99,Regular
2882635,2014-09-23 00:00:00,7,1934,3503,367,21,93,270,1,1.7162,5.99,Regular
2882598,2014-09-23 00:00:00,7,1911,3503,367,21,93,270,1,1.7162,5.99,Regular
5339817,2014-09-23 00:00:00,9,1057168,3503,367,21,93,270,1,1.7195,5.99,Regular
7116631,2014-09-23 00:00:00,11,2139448,3503,367,21,93,270,1,1.713,5.99,Regular
7705974,2014-09-23 00:00:00,12,772819,3503,367,21,93,270,1,1.7168,5.99,Regular
7706459,2014-09-23 00:00:00,12,1454099,3503,367,21,93,270,1,1.7154,5.99,Regular
7706504,2014-09-23 00:00:00,12,846300,3503,367,21,93,270,1,1.7154,5.99,Regular
8301689,2014-09-23 00:00:00,13,1488564,3503,367,21,93,270,1,1.729,5.99,Regular
10859255,2014-09-24 00:00:00,16,2045910,3503,367,21,93,270,1,1.7301,5.99,Regular
10859549,2014-09-24 00:00:00,16,5668371,3503,367,21,93,270,1,1.7301,5.99,Regular
10859696,2014-09-24 00:00:00,16,677505,3503,367,21,93,270,1,1.7301,5.99,Regular
12973393,2014-09-24 00:00:00,20,1763,3503,367,21,93,270,1,1.732,5.99,Regular
15480545,2014-09-24 00:00:00,23,3626446,3503,367,21,93,270,1,1.7287,5.99,Regular
17134927,2014-09-24 00:00:00,25,11042,3503,367,21,93,270,1,1.729,5.99,Regular
17701151,2014-09-24 00:00:00,26,4069435,3503,367,21,93,270,1,1.7204,5.99,Regular
18325512,2014-09-24 00:00:00,27,4224715,3503,367,21,93,270,1,1.718,5.99,Regular
18792533,2014-09-24 00:00:00,28,608324,3503,367,21,93,270,1,1.7141,5.99,Regular
20891754,2014-09-24 00:00:00,32,5619646,3503,367,21,93,270,1,1.724,5.99,Regular
22821858,2014-09-24 00:00:00,34,10603,3503,367,21,93,270,1,1.7151,5.99,Regular
24578684,2014-09-24 00:00:00,37,1254684,3503,367,21,93,270,1,1.7027,5.99,Regular
1851440,2014-09-24 00:00:00,6,110095,3503,367,21,93,270,1,1.7182,5.99,Regular
4268293,2014-09-24 00:00:00,8,868031,3503,367,21,93,270,1,1.72,5.99,Regular
4267302,2014-09-24 00:00:00,8,868039,3503,367,21,93,270,1,1.72,5.99,Regular
7118822,2014-09-24 00:00:00,11,1377403,3503,367,21,93,270,1,1.713,5.99,Regular
7707584,2014-09-24 00:00:00,12,1393883,3503,367,21,93,270,1,1.7154,5.99,Regular
7706577,2014-09-24 00:00:00,12,NULL,3503,367,21,93,270,1,1.7154,5.99,Regular
8303902,2014-09-24 00:00:00,13,1529716,3503,367,21,93,270,1,1.729,5.99,Regular
7707735,2014-09-24 00:00:00,12,NULL,3503,367,21,93,270,1,1.7154,5.99,Regular
7707565,2014-09-24 00:00:00,12,1423383,3503,367,21,93,270,1,1.7154,5.99,Regular
8304412,2014-09-24 00:00:00,13,1481526,3503,367,21,93,270,1,1.729,5.99,Regular
12082364,2014-09-25 00:00:00,18,1949684,3503,367,21,93,270,1,1.7269,5.99,Regular
12083019,2014-09-25 00:00:00,18,2388470,3503,367,21,93,270,1,1.7269,5.99,Regular
12975969,2014-09-25 00:00:00,20,5714744,3503,367,21,93,270,1,1.732,5.99,Regular
12977049,2014-09-25 00:00:00,20,2925228,3503,367,21,93,270,1,1.732,5.99,Regular
12975889,2014-09-25 00:00:00,20,5714699,3503,367,21,93,270,1,1.732,5.99,Regular
13932909,2014-09-25 00:00:00,21,3247157,3503,367,21,93,270,1,1.7318,5.99,Regular
12975655,2014-09-25 00:00:00,20,2804353,3503,367,21,93,270,1,1.732,5.99,Regular
12975933,2014-09-25 00:00:00,20,5714689,3503,367,21,93,270,1,1.732,5.99,Regular
14684671,2014-09-25 00:00:00,22,3311390,3503,367,21,93,270,1,1.7163,5.99,Regular
14684102,2014-09-25 00:00:00,22,5671005,3503,367,21,93,270,1,1.7163,5.99,Regular
16313252,2014-09-25 00:00:00,24,3674535,3503,367,21,93,270,1,1.7317,5.99,Regular
16313196,2014-09-25 00:00:00,24,3784860,3503,367,21,93,270,1,1.7316,5.99,Regular
16312006,2014-09-25 00:00:00,24,3652753,3503,367,21,93,270,1,1.7317,5.99,Regular
22823417,2014-09-25 00:00:00,34,5027832,3503,367,21,93,270,1,1.7151,5.99,Regular
26151742,2014-09-25 00:00:00,40,3774750,3503,367,21,93,270,1,1.6949,5.99,Regular
25656275,2014-09-25 00:00:00,39,5512958,3503,367,21,93,270,1,1.7282,5.99,Regular
